run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,170,0.06891832765668936,5000,4087.2728040218353,0.17584665736826557
2,483,0.029135453308368184,5000,5381.435208559036,0.07357897560944528
3,400,0.029986672773445175,5000,5365.529700994492,0.07530081275284677
4,385,0.03089228668084845,5000,5486.993881225586,0.07771312071342136
5,451,0.027308268990320517,5000,5917.401376008987,0.06893607051067085
6,420,0.02948524011304139,5000,5901.204289674759,0.07403246068604119
7,397,0.03421546092461596,5000,5939.412338972092,0.08615178332717804
8,290,0.04409874397480041,5000,5540.762104034424,0.11106823195620558
9,462,0.026065600992320224,5000,5802.554915904999,0.06545908272357401
10,390,0.02931202424533737,5000,5477.589772701263,0.07388165352331107
